PV [kW],Battery [kWh],Inverter [kW],CAPEX [€],Self-Consumption [%],Self-Sufficiency [%],Earning for Discharge to Grid,Earning for PV Feed-in to Grid,Opportunity Cost of Not PV Feed-in to Grid,Savings from Avoided Grid Import Cost,Cost for Covering Load from Grid,Cost for Charging Battery from Grid,Total Earnings,Energy Cost,Fixed Annual Cost [€],Net Bill [€],Optimization Profit,Cycles,Grid Import [kWh],Grid Export [kWh],Opt. Profit / kWh Battery [€/kWh],Opt. Profit / kWp PV [€/kW],Opt. Profit / kW Inverter [€/kW],Opt. Profit / CAPEX,Cycles / CAPEX [cycle/€]
12.0,11.0,9.0,13055.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,106.2054,0.073217,0.022274
12.0,11.0,10.0,13245.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,95.5849,0.072167,0.021954
12.0,11.0,11.0,13435.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,86.8954,0.071146,0.021644
12.0,11.0,12.0,13625.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,79.6541,0.070154,0.021342
12.0,11.0,13.0,13815.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,73.5268,0.069189,0.021048
12.0,11.0,14.0,14005.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,68.2749,0.068251,0.020763
12.0,11.0,15.0,14195.0,33.64,97.74,252.47,558.72,148.63,475.92,21.14,1.3,811.19,22.44,160.2,628.56,955.85,290.78,76.89,10855.67,86.8954,79.6541,63.7233,0.067337,0.020485
12.0,12.0,6.0,12835.0,35.13,98.06,278.78,551.52,155.84,478.91,18.15,1.3,830.29,19.45,160.2,650.64,973.71,284.19,66.39,10822.06,81.1428,81.1428,162.2856,0.075864,0.022142
12.0,12.0,7.0,13025.0,35.2,98.03,284.35,550.69,156.66,478.58,18.47,1.3,835.04,19.78,160.2,655.07,976.99,285.08,67.39,10821.93,81.4156,81.4156,139.5697,0.075009,0.021887
12.0,12.0,8.0,13215.0,35.22,98.02,287.03,550.48,156.87,478.49,18.56,1.3,837.51,19.87,160.2,657.45,979.06,285.27,67.66,10821.95,81.5886,81.5886,122.3829,0.074087,0.021587
12.0,12.0,9.0,13405.0,35.22,98.01,287.54,550.48,156.87,478.33,18.72,1.3,838.02,20.02,160.2,657.79,979.26,285.28,68.11,10822.4,81.6049,81.6049,108.8065,0.073052,0.021281
12.0,12.0,10.0,13595.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,97.9204,0.072027,0.020984
12.0,12.0,11.0,13785.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,89.0186,0.071034,0.020695
12.0,12.0,12.0,13975.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,81.6004,0.070068,0.020413
12.0,12.0,13.0,14165.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,75.3234,0.069128,0.020139
12.0,12.0,14.0,14355.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,69.9432,0.068213,0.019873
12.0,12.0,15.0,14545.0,35.22,97.99,287.99,550.48,156.87,478.08,18.98,1.3,838.47,20.28,160.2,657.99,979.2,285.28,68.7,10822.99,81.6004,81.6004,65.2803,0.067322,0.019613
12.0,13.0,7.0,13375.0,36.72,98.27,315.4,543.21,164.14,480.56,16.49,1.3,858.62,17.79,160.2,680.63,997.05,279.73,59.86,10790.88,76.6964,83.0878,142.4362,0.074546,0.020915
12.0,13.0,8.0,13565.0,36.78,98.24,320.59,542.44,164.91,480.24,16.82,1.3,863.03,18.12,160.2,684.71,1000.03,280.39,60.86,10790.96,76.9258,83.3362,125.0044,0.073722,0.02067
12.0,13.0,9.0,13755.0,36.79,98.23,322.69,542.29,165.06,480.2,16.86,1.3,864.98,18.16,160.2,686.62,1001.75,280.49,60.98,10790.95,77.058,83.4795,111.306,0.072828,0.020392
12.0,13.0,10.0,13945.0,36.79,98.21,323.22,542.29,165.06,479.98,17.07,1.3,865.51,18.38,160.2,686.94,1001.86,280.49,61.58,10791.55,77.0663,83.4885,100.1862,0.071844,0.020114
12.0,13.0,11.0,14135.0,36.79,98.2,323.56,542.29,165.06,479.79,17.27,1.3,865.85,18.57,160.2,687.08,1001.8,280.49,62.02,10791.99,77.0618,83.4836,91.0731,0.070874,0.019844
12.0,13.0,12.0,14325.0,36.79,98.2,323.56,542.29,165.06,479.79,17.27,1.3,865.85,18.57,160.2,687.08,1001.8,280.49,62.02,10791.99,77.0618,83.4836,83.4836,0.069934,0.019581
12.0,13.0,13.0,14515.0,36.79,98.2,323.56,542.29,165.06,479.79,17.27,1.3,865.85,18.57,160.2,687.08,1001.8,280.49,62.02,10791.99,77.0618,83.4836,77.0618,0.069019,0.019324
12.0,13.0,14.0,14705.0,36.79,98.2,323.56,542.29,165.06,479.79,17.27,1.3,865.85,18.57,160.2,687.08,1001.8,280.49,62.02,10791.99,77.0618,83.4836,71.5574,0.068127,0.019075
12.0,13.0,15.0,14895.0,36.79,98.2,323.56,542.29,165.06,479.79,17.27,1.3,865.85,18.57,160.2,687.08,1001.8,280.49,62.02,10791.99,77.0618,83.4836,66.7869,0.067258,0.018831
12.0,14.0,7.0,13725.0,38.19,98.47,345.83,535.85,171.51,482.15,14.91,1.3,881.68,16.21,160.2,705.27,1015.91,274.7,53.47,10761.66,72.5648,84.659,145.1297,0.074019,0.020014
12.0,14.0,8.0,13915.0,38.29,98.45,351.96,534.74,172.61,481.95,15.11,1.3,886.7,16.41,160.2,710.09,1019.43,275.71,54.1,10760.76,72.8166,84.9527,127.4291,0.073261,0.019814
12.0,14.0,9.0,14105.0,38.33,98.42,356.69,534.11,173.24,481.63,15.43,1.3,890.8,16.73,160.2,713.87,1022.26,276.18,55.07,10761.04,73.0188,85.1886,113.5848,0.072475,0.01958
12.0,14.0,10.0,14295.0,38.34,98.42,358.29,533.99,173.36,481.63,15.43,1.3,892.28,16.73,160.2,715.35,1023.62,276.25,55.07,10760.94,73.1157,85.3017,102.362,0.071607,0.019325
12.0,14.0,11.0,14485.0,38.34,98.39,358.91,533.99,173.36,481.35,15.71,1.3,892.9,17.01,160.2,715.69,1023.68,276.25,55.82,10761.68,73.1201,85.3068,93.062,0.070672,0.019071
12.0,14.0,12.0,14675.0,38.34,98.38,359.14,533.99,173.36,481.22,15.84,1.3,893.12,17.14,160.2,715.79,1023.64,276.25,56.11,10761.97,73.1174,85.3036,85.3036,0.069754,0.018824
12.0,14.0,13.0,14865.0,38.34,98.38,359.14,533.99,173.36,481.22,15.84,1.3,893.12,17.14,160.2,715.79,1023.64,276.25,56.11,10761.97,73.1174,85.3036,78.7418,0.068863,0.018584
12.0,14.0,14.0,15055.0,38.34,98.38,359.14,533.99,173.36,481.22,15.84,1.3,893.12,17.14,160.2,715.79,1023.64,276.25,56.11,10761.97,73.1174,85.3036,73.1174,0.067994,0.018349
12.0,14.0,15.0,15245.0,38.34,98.38,359.14,533.99,173.36,481.22,15.84,1.3,893.12,17.14,160.2,715.79,1023.64,276.25,56.11,10761.97,73.1174,85.3036,68.2429,0.067146,0.018121
12.0,15.0,8.0,14265.0,39.73,98.58,382.15,527.6,179.76,483.12,13.93,1.3,909.74,15.24,160.2,734.31,1037.68,270.95,49.65,10734.01,69.1783,86.4729,129.7094,0.072743,0.018994
12.0,15.0,9.0,14455.0,39.8,98.56,387.9,526.66,180.69,482.88,14.18,1.3,914.57,15.48,160.2,738.89,1041.08,271.68,50.42,10733.6,69.4055,86.7569,115.6758,0.072022,0.018795
12.0,15.0,10.0,14645.0,39.84,98.53,392.19,526.14,181.21,482.61,14.45,1.3,918.33,15.75,160.2,742.38,1043.78,272.06,51.25,10733.83,69.5851,86.9813,104.3776,0.071272,0.018577
12.0,15.0,11.0,14835.0,39.85,98.53,393.4,526.06,181.29,482.61,14.45,1.3,919.46,15.75,160.2,743.51,1044.83,272.1,51.25,10733.76,69.655,87.0688,94.9842,0.07043,0.018342
12.0,15.0,12.0,15025.0,39.85,98.51,394.11,526.06,181.29,482.26,14.8,1.3,920.17,16.1,160.2,743.87,1044.84,272.1,52.14,10734.65,69.656,87.07,87.07,0.06954,0.01811
12.0,15.0,13.0,15215.0,39.85,98.5,394.22,526.06,181.29,482.2,14.86,1.3,920.28,16.16,160.2,743.92,1044.82,272.1,52.28,10734.79,69.6548,87.0685,80.3709,0.06867,0.017884
12.0,15.0,14.0,15405.0,39.85,98.5,394.22,526.06,181.29,482.2,14.86,1.3,920.28,16.16,160.2,743.92,1044.82,272.1,52.28,10734.79,69.6548,87.0685,74.6301,0.067824,0.017663
12.0,15.0,15.0,15595.0,39.85,98.5,394.22,526.06,181.29,482.2,14.86,1.3,920.28,16.16,160.2,743.92,1044.82,272.1,52.28,10734.79,69.6548,87.0685,69.6548,0.066997,0.017448
13.0,7.0,7.0,11405.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,131.1733,0.08051,0.028589
13.0,7.0,8.0,11595.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,114.7767,0.07919,0.028121
13.0,7.0,9.0,11785.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,102.0237,0.077914,0.027667
13.0,7.0,10.0,11975.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,91.8213,0.076678,0.027228
13.0,7.0,11.0,12165.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,83.4739,0.07548,0.026803
13.0,7.0,12.0,12355.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,76.5178,0.074319,0.026391
13.0,7.0,13.0,12545.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,70.6318,0.073194,0.025991
13.0,7.0,14.0,12735.0,25.14,96.06,112.44,659.5,115.66,459.2,35.78,1.3,771.94,37.08,160.2,574.67,918.21,326.06,131.02,12204.74,131.1733,70.6318,65.5867,0.072102,0.025604
13.0,8.0,7.0,11755.0,26.78,97.05,148.13,649.54,125.62,467.88,27.11,1.3,797.67,28.4,160.2,609.07,951.33,316.76,99.09,12145.43,118.9157,73.1789,135.9036,0.080929,0.026947
13.0,8.0,8.0,11945.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,118.9286,0.079651,0.026524
13.0,8.0,9.0,12135.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,105.7143,0.078404,0.026109
13.0,8.0,10.0,12325.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,95.1429,0.077195,0.025707
13.0,8.0,11.0,12515.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,86.4935,0.076023,0.025316
13.0,8.0,12.0,12705.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,79.2857,0.074886,0.024938
13.0,8.0,13.0,12895.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,73.1868,0.073783,0.02457
13.0,8.0,14.0,13085.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,67.9592,0.072711,0.024214
13.0,8.0,15.0,13275.0,26.78,97.05,148.2,649.55,125.6,467.88,27.11,1.3,797.76,28.4,160.2,609.15,951.43,316.83,99.09,12145.36,118.9286,73.1868,63.4286,0.071671,0.023867
13.0,9.0,7.0,12105.0,28.28,97.45,184.12,641.27,133.89,471.38,23.6,1.3,825.39,24.9,160.2,640.3,977.79,307.31,86.24,12107.34,108.6436,75.2148,139.6846,0.080776,0.025387
13.0,9.0,8.0,12295.0,28.29,97.45,184.24,641.3,133.85,471.36,23.62,1.3,825.55,24.92,160.2,640.43,977.94,307.39,86.29,12107.32,108.6595,75.2258,122.2419,0.079539,0.025001
13.0,9.0,9.0,12485.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,108.6632,0.078332,0.024621
13.0,9.0,10.0,12675.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,97.7969,0.077157,0.024252
13.0,9.0,11.0,12865.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,88.9063,0.076018,0.023893
13.0,9.0,12.0,13055.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,81.4974,0.074911,0.023546
13.0,9.0,13.0,13245.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,75.2284,0.073837,0.023208
13.0,9.0,14.0,13435.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,69.8549,0.072793,0.02288
13.0,9.0,15.0,13625.0,28.29,97.45,184.24,641.32,133.84,471.36,23.62,1.3,825.56,24.92,160.2,640.45,977.97,307.39,86.29,12107.32,108.6632,75.2284,65.1979,0.071778,0.022561
13.0,10.0,7.0,12455.0,29.76,97.77,219.44,633.23,141.93,474.33,20.65,1.3,852.66,21.95,160.2,670.51,1002.91,299.41,75.75,12071.98,100.2914,77.1472,143.2734,0.080523,0.024039
13.0,10.0,8.0,12645.0,29.77,97.75,220.21,633.26,141.9,473.97,21.02,1.3,853.47,22.31,160.2,670.96,1003.03,299.47,76.65,12072.81,100.3029,77.1561,125.3787,0.079322,0.023683
13.0,10.0,9.0,12835.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.98,1003.08,299.47,76.65,12072.81,100.3078,77.1598,111.4531,0.078152,0.023332
13.0,10.0,10.0,13025.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,100.3081,0.077012,0.022992
13.0,10.0,11.0,13215.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,91.1892,0.075905,0.022662
13.0,10.0,12.0,13405.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,83.5901,0.074829,0.02234
13.0,10.0,13.0,13595.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,77.1601,0.073783,0.022028
13.0,10.0,14.0,13785.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,71.6487,0.072766,0.021725
13.0,10.0,15.0,13975.0,29.77,97.75,220.21,633.29,141.87,473.97,21.02,1.3,853.5,22.31,160.2,670.99,1003.08,299.47,76.65,12072.81,100.3081,77.1601,66.8721,0.071777,0.021429
13.0,11.0,7.0,12805.0,31.24,98.07,254.58,625.32,149.83,476.82,18.16,1.3,879.9,19.46,160.2,700.25,1027.24,292.84,66.28,12037.76,93.385,79.0181,146.7479,0.080221,0.022869
13.0,11.0,8.0,12995.0,31.24,98.06,255.29,625.32,149.84,476.72,18.26,1.3,880.61,19.56,160.2,700.86,1027.75,292.93,66.57,12037.94,93.4316,79.0575,128.4685,0.079088,0.022542
13.0,11.0,9.0,13185.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.75,292.93,67.32,12038.69,93.432,79.0579,114.1947,0.077949,0.022217
13.0,11.0,10.0,13375.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,102.7756,0.076842,0.021901
13.0,11.0,11.0,13565.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,93.4324,0.075765,0.021594
13.0,11.0,12.0,13755.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,85.6464,0.074719,0.021296
13.0,11.0,13.0,13945.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,79.0582,0.073701,0.021006
13.0,11.0,14.0,14135.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,73.4112,0.07271,0.020724
13.0,11.0,15.0,14325.0,31.24,98.04,255.87,625.35,149.81,476.41,18.57,1.3,881.22,19.87,160.2,701.15,1027.76,292.93,67.32,12038.69,93.4324,79.0582,68.5171,0.071746,0.020449
13.0,12.0,7.0,13155.0,32.7,98.34,287.78,617.41,157.75,479.07,15.92,1.3,905.19,17.21,160.2,727.78,1049.1,287.15,57.61,12004.61,87.4246,80.6996,149.8707,0.079749,0.021828
13.0,12.0,8.0,13345.0,32.72,98.33,290.68,617.13,158.02,478.96,16.02,1.3,907.81,17.32,160.2,730.3,1051.24,287.44,57.91,12004.53,87.6034,80.8647,131.4051,0.078774,0.021539
13.0,12.0,9.0,13535.0,32.72,98.31,291.19,617.16,158.0,478.81,16.17,1.3,908.34,17.47,160.2,730.68,1051.49,287.44,58.35,12004.97,87.6238,80.8835,116.8317,0.077686,0.021237
13.0,12.0,10.0,13725.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,105.1436,0.076607,0.020943
13.0,12.0,11.0,13915.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,95.5851,0.075561,0.020657
13.0,12.0,12.0,14105.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,87.6196,0.074543,0.020379
13.0,12.0,13.0,14295.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,80.8797,0.073553,0.020108
13.0,12.0,14.0,14485.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,75.1025,0.072588,0.019844
13.0,12.0,15.0,14675.0,32.72,98.3,291.65,617.16,158.0,478.55,16.43,1.3,908.81,17.73,160.2,730.88,1051.44,287.44,58.95,12005.57,87.6196,80.8797,70.0957,0.071648,0.019587
13.0,13.0,7.0,13505.0,34.12,98.58,319.36,609.56,165.6,481.09,13.89,1.3,928.92,15.19,160.2,753.53,1069.02,281.97,49.72,11972.75,82.2326,82.2326,152.7177,0.079158,0.020879
13.0,13.0,8.0,13695.0,34.18,98.55,324.47,608.93,166.23,480.76,14.22,1.3,933.4,15.52,160.2,757.69,1072.23,282.59,50.72,11972.89,82.4791,82.4791,134.0285,0.078293,0.020634
13.0,13.0,9.0,13885.0,34.19,98.55,326.75,608.71,166.44,480.71,14.27,1.3,935.46,15.57,160.2,759.7,1073.96,282.75,50.87,11972.82,82.6126,82.6126,119.3293,0.077347,0.020364
13.0,13.0,10.0,14075.0,34.19,98.53,327.28,608.71,166.44,480.51,14.48,1.3,935.99,15.77,160.2,760.02,1074.08,282.75,51.46,11973.4,82.6216,82.6216,107.408,0.076311,0.020089
13.0,13.0,11.0,14265.0,34.19,98.51,327.62,608.71,166.44,480.3,14.68,1.3,936.34,15.98,160.2,760.16,1074.02,282.75,51.91,11973.85,82.617,82.617,97.6382,0.075291,0.019821
13.0,13.0,12.0,14455.0,34.19,98.51,327.62,608.71,166.44,480.3,14.68,1.3,936.34,15.98,160.2,760.16,1074.02,282.75,51.91,11973.85,82.617,82.617,89.5017,0.074301,0.019561
13.0,13.0,13.0,14645.0,34.19,98.51,327.62,608.71,166.44,480.3,14.68,1.3,936.34,15.98,160.2,760.16,1074.02,282.75,51.91,11973.85,82.617,82.617,82.617,0.073337,0.019307
13.0,13.0,14.0,14835.0,34.19,98.51,327.62,608.71,166.44,480.3,14.68,1.3,936.34,15.98,160.2,760.16,1074.02,282.75,51.91,11973.85,82.617,82.617,76.7158,0.072398,0.01906
13.0,13.0,15.0,15025.0,34.19,98.51,327.62,608.71,166.44,480.3,14.68,1.3,936.34,15.98,160.2,760.16,1074.02,282.75,51.91,11973.85,82.617,82.617,71.6014,0.071482,0.018819
13.0,14.0,7.0,13855.0,35.51,98.76,350.34,601.99,173.16,482.51,12.47,1.3,952.33,13.77,160.2,778.37,1087.72,277.06,43.99,11943.76,77.6944,83.6709,155.3888,0.078508,0.019997
13.0,14.0,8.0,14045.0,35.6,98.74,356.43,600.97,174.19,482.33,12.65,1.3,957.4,13.95,160.2,783.25,1091.4,278.04,44.58,11942.89,77.9568,83.9535,136.4245,0.077707,0.019796
13.0,14.0,9.0,14235.0,35.64,98.71,361.29,600.32,174.83,482.0,12.98,1.3,961.61,14.28,160.2,787.13,1094.3,278.54,45.58,11943.13,78.1642,84.1769,121.5888,0.076874,0.019567
13.0,14.0,10.0,14425.0,35.65,98.71,363.01,600.14,175.01,482.0,12.98,1.3,963.16,14.28,160.2,788.68,1095.66,278.65,45.59,11942.97,78.2616,84.2817,109.5663,0.075956,0.019317
13.0,14.0,11.0,14615.0,35.65,98.69,363.63,600.14,175.01,481.72,13.26,1.3,963.77,14.55,160.2,789.02,1095.73,278.65,46.32,11943.71,78.2662,84.2867,99.6116,0.074973,0.019066
13.0,14.0,12.0,14805.0,35.65,98.68,363.86,600.14,175.01,481.59,13.39,1.3,964.0,14.69,160.2,789.11,1095.69,278.65,46.62,11944.01,78.2634,84.2836,91.3073,0.074008,0.018821
13.0,14.0,13.0,14995.0,35.65,98.68,363.86,600.14,175.01,481.59,13.39,1.3,964.0,14.69,160.2,789.11,1095.69,278.65,46.62,11944.01,78.2634,84.2836,84.2836,0.07307,0.018583
13.0,14.0,14.0,15185.0,35.65,98.68,363.86,600.14,175.01,481.59,13.39,1.3,964.0,14.69,160.2,789.11,1095.69,278.65,46.62,11944.01,78.2634,84.2836,78.2634,0.072156,0.01835
13.0,14.0,15.0,15375.0,35.65,98.68,363.86,600.14,175.01,481.59,13.39,1.3,964.0,14.69,160.2,789.11,1095.69,278.65,46.62,11944.01,78.2634,84.2836,73.0458,0.071264,0.018124
13.0,15.0,8.0,14395.0,36.95,98.84,387.2,593.89,181.27,483.19,11.79,1.3,981.08,13.09,160.2,807.79,1109.71,273.4,41.29,11916.83,73.9807,85.3623,138.7138,0.07709,0.018993
13.0,15.0,9.0,14585.0,37.03,98.82,393.09,592.91,182.25,482.96,12.03,1.3,986.0,13.32,160.2,812.48,1113.19,274.21,42.03,11916.27,74.2124,85.6296,123.6873,0.076324,0.018801
13.0,15.0,10.0,14775.0,37.07,98.79,397.44,592.39,182.77,482.67,12.31,1.3,989.83,13.61,160.2,816.03,1115.94,274.57,42.88,11916.56,74.3957,85.8412,111.5935,0.075529,0.018583
13.0,15.0,11.0,14965.0,37.07,98.79,398.79,592.23,182.93,482.67,12.31,1.3,991.02,13.61,160.2,817.21,1116.96,274.65,42.88,11916.43,74.4642,85.9203,101.5421,0.074638,0.018353
13.0,15.0,12.0,15155.0,37.07,98.77,399.49,592.23,182.93,482.33,12.65,1.3,991.72,13.95,160.2,817.58,1116.98,274.65,43.77,11917.31,74.4654,85.9217,93.0818,0.073704,0.018123
13.0,15.0,13.0,15345.0,37.07,98.76,399.61,592.23,182.93,482.26,12.72,1.3,991.84,14.02,160.2,817.62,1116.96,274.65,43.92,11917.46,74.4641,85.9201,85.9201,0.07279,0.017898
13.0,15.0,14.0,15535.0,37.07,98.76,399.61,592.23,182.93,482.26,12.72,1.3,991.84,14.02,160.2,817.62,1116.96,274.65,43.92,11917.46,74.4641,85.9201,79.7829,0.0719,0.017679
13.0,15.0,15.0,15725.0,37.07,98.76,399.61,592.23,182.93,482.26,12.72,1.3,991.84,14.02,160.2,817.62,1116.96,274.65,43.92,11917.46,74.4641,85.9201,74.4641,0.071031,0.017466
14.0,7.0,7.0,11535.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,141.4126,0.085816,0.028423
14.0,7.0,8.0,11725.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,123.7361,0.084425,0.027962
14.0,7.0,9.0,11915.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,109.9876,0.083079,0.027516
14.0,7.0,10.0,12105.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,98.9889,0.081775,0.027085
14.0,7.0,11.0,12295.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,89.9899,0.080511,0.026666
