PV,Battery,Inverter,PV_to_Battery,Battery_to_Inverter,PV_to_Inverter
7,8,11,0.88,0.73,0.64
7,8,12,0.88,0.67,0.58
7,8,13,0.88,0.62,0.54
7,8,14,0.88,0.57,0.5
7,9,5,0.78,1.8,1.4
7,9,6,0.78,1.5,1.17
7,9,7,0.78,1.29,1.0
7,9,8,0.78,1.12,0.88
7,9,9,0.78,1.0,0.78
7,9,10,0.78,0.9,0.7
7,9,11,0.78,0.82,0.64
7,9,12,0.78,0.75,0.58
7,9,13,0.78,0.69,0.54
7,9,14,0.78,0.64,0.5
7,10,5,0.7,2.0,1.4
7,10,6,0.7,1.67,1.17
7,10,7,0.7,1.43,1.0
7,10,8,0.7,1.25,0.88
7,10,9,0.7,1.11,0.78
7,10,10,0.7,1.0,0.7
7,10,11,0.7,0.91,0.64
7,10,12,0.7,0.83,0.58
7,10,13,0.7,0.77,0.54
7,10,14,0.7,0.71,0.5
7,11,6,0.64,1.83,1.17
7,11,7,0.64,1.57,1.0
7,11,8,0.64,1.38,0.88
7,11,9,0.64,1.22,0.78
7,11,10,0.64,1.1,0.7
7,11,11,0.64,1.0,0.64
7,11,12,0.64,0.92,0.58
7,11,13,0.64,0.85,0.54
7,11,14,0.64,0.79,0.5
7,12,6,0.58,2.0,1.17
7,12,7,0.58,1.71,1.0
7,12,8,0.58,1.5,0.88
7,12,9,0.58,1.33,0.78
7,12,10,0.58,1.2,0.7
7,12,11,0.58,1.09,0.64
7,12,12,0.58,1.0,0.58
7,12,13,0.58,0.92,0.54
7,12,14,0.58,0.86,0.5
7,13,7,0.54,1.86,1.0
7,13,8,0.54,1.62,0.88
7,13,9,0.54,1.44,0.78
7,13,10,0.54,1.3,0.7
7,13,11,0.54,1.18,0.64
7,13,12,0.54,1.08,0.58
7,13,13,0.54,1.0,0.54
7,13,14,0.54,0.93,0.5
7,14,7,0.5,2.0,1.0
7,14,8,0.5,1.75,0.88
7,14,9,0.5,1.56,0.78
7,14,10,0.5,1.4,0.7
7,14,11,0.5,1.27,0.64
7,14,12,0.5,1.17,0.58
7,14,13,0.5,1.08,0.54
7,14,14,0.5,1.0,0.5
8,4,4,2.0,1.0,2.0
8,4,5,2.0,0.8,1.6
8,4,6,2.0,0.67,1.33
8,4,7,2.0,0.57,1.14
8,4,8,2.0,0.5,1.0
8,5,4,1.6,1.25,2.0
8,5,5,1.6,1.0,1.6
8,5,6,1.6,0.83,1.33
8,5,7,1.6,0.71,1.14
8,5,8,1.6,0.62,1.0
8,5,9,1.6,0.56,0.89
8,5,10,1.6,0.5,0.8
8,6,4,1.33,1.5,2.0
8,6,5,1.33,1.2,1.6
8,6,6,1.33,1.0,1.33
8,6,7,1.33,0.86,1.14
8,6,8,1.33,0.75,1.0
8,6,9,1.33,0.67,0.89
8,6,10,1.33,0.6,0.8
8,6,11,1.33,0.55,0.73
8,6,12,1.33,0.5,0.67
8,7,4,1.14,1.75,2.0
8,7,5,1.14,1.4,1.6
8,7,6,1.14,1.17,1.33
8,7,7,1.14,1.0,1.14
8,7,8,1.14,0.88,1.0
8,7,9,1.14,0.78,0.89
8,7,10,1.14,0.7,0.8
8,7,11,1.14,0.64,0.73
8,7,12,1.14,0.58,0.67
8,7,13,1.14,0.54,0.62
8,7,14,1.14,0.5,0.57
8,8,4,1.0,2.0,2.0
8,8,5,1.0,1.6,1.6
8,8,6,1.0,1.33,1.33
8,8,7,1.0,1.14,1.14
8,8,8,1.0,1.0,1.0
8,8,9,1.0,0.89,0.89
8,8,10,1.0,0.8,0.8
8,8,11,1.0,0.73,0.73
8,8,12,1.0,0.67,0.67
8,8,13,1.0,0.62,0.62
8,8,14,1.0,0.57,0.57
8,8,15,1.0,0.53,0.53
8,9,5,0.89,1.8,1.6
8,9,6,0.89,1.5,1.33
8,9,7,0.89,1.29,1.14
8,9,8,0.89,1.12,1.0
8,9,9,0.89,1.0,0.89
8,9,10,0.89,0.9,0.8
8,9,11,0.89,0.82,0.73
8,9,12,0.89,0.75,0.67
8,9,13,0.89,0.69,0.62
8,9,14,0.89,0.64,0.57
8,9,15,0.89,0.6,0.53
8,10,5,0.8,2.0,1.6
8,10,6,0.8,1.67,1.33
8,10,7,0.8,1.43,1.14
8,10,8,0.8,1.25,1.0
8,10,9,0.8,1.11,0.89
8,10,10,0.8,1.0,0.8
8,10,11,0.8,0.91,0.73
8,10,12,0.8,0.83,0.67
8,10,13,0.8,0.77,0.62
8,10,14,0.8,0.71,0.57
8,10,15,0.8,0.67,0.53
8,11,6,0.73,1.83,1.33
8,11,7,0.73,1.57,1.14
8,11,8,0.73,1.38,1.0
8,11,9,0.73,1.22,0.89
8,11,10,0.73,1.1,0.8
8,11,11,0.73,1.0,0.73
8,11,12,0.73,0.92,0.67
8,11,13,0.73,0.85,0.62
8,11,14,0.73,0.79,0.57
8,11,15,0.73,0.73,0.53
8,12,6,0.67,2.0,1.33
8,12,7,0.67,1.71,1.14
